Situacao	Var_Desconto	Descricao	Codigo	Avaliacao	Preco_Original	Preco_A_Vista	Produto	Desmembrar	Desconsiderar
OFERTA	-5%	Tv Philips 55 Polegadas Smart 4k Ambilight Com Comando De Voz	Cód. 1570535775		R$ 3.622,11 cada	R$ 3.437,90cada	tv	8x de R$ 429,74 s/juros	
OFERTA	-21%	"Smart Tv Android Led 32"" Hd Philips 32phg6917 3 Hdmi 2 Usb Wi..."	Cód. 1570582441		R$ 1.782,50 cada	R$ 1.395,50cada	tv	8x de R$ 174,44 s/juros	
		Smart Tv 55 Polegadas 55pug7406/78 Dled Uhd 4k Netflix Youtub...	Cód. 1569135058		R$ 3.499,99cada		tv	8x de R$ 437,50 s/juros	
OFERTA	-30%	"Smart Tv 32"" Britânia Btv32g23agssgblh Led Dolby Audio Bivolt"	Cód. 1571598070		R$ 1.499,90 cada	R$ 1.039,90cada	tv	8x de R$ 129,99 s/juros	
OFERTA	-17%	"Smart Tv Android Led 32"" Full Hd Tcl 32s5400af Google Assista..."	Cód. 1571535138		R$ 1.499,00 cada	R$ 1.239,00cada	tv	8x de R$ 154,87 s/juros	
OFERTA	-17%	Smart Tv 32” Philco Led Ptv32g23agssblh Android Tv Bivolt	Cód. 1571598069		R$ 1.399,90 cada	R$ 1.159,90cada	tv	8x de R$ 144,99 s/juros	
		Smart Tv 86 4k Lg Uhd Thinq Ai Alexa Google Assistente 86ur87...	Cód. 1571492416		R$ 8.755,00cada		tv	8x de R$ 1.094,37 s/juros	
OFERTA	-35%	"Samsung Smart Tv 55"" Qled The Frame 2022 55ls03b Tela Matte"	Cód. 1569938131		R$ 6.799,00 cada	R$ 4.399,00cada	tv	8x de R$ 549,87 s/juros	
OFERTA	-58%	Smart Tv Philco Led 50 Polegadas 4k Uhd 2 Usb 4 Hdmi Wi Fi	Cód. 1566982230		R$ 4.999,90 cada	R$ 2.099,90cada	tv	8x de R$ 262,49 s/juros	
		"Tv Lg 32"" Led Hd Smart Pro 32lq621cbsb.awz"	Cód. 1570589972		R$ 1.499,00cada		tv	8x de R$ 187,37 s/juros	
OFERTA	-16%	Smart Tv 43 Pol Android D-led 2 Hdmi 2 Usb Wi-fi Aiwa	Cód. 1571176426		R$ 2.158,80 cada	R$ 1.798,80cada	tv	8x de R$ 224,85 s/juros	
		"Tv Lg 50"" Led 4k Uhd Smart Pro 50uq801c0sb.bwz"	Cód. 1570692512		R$ 2.999,00cada		tv	8x de R$ 374,87 s/juros	
OFERTA	-25%	"Smart Tv Android Led 40"" Full Hd Tcl 40s5400a Google Assistan..."	Cód. 1571540591		R$ 2.139,00 cada	R$ 1.599,00cada	tv	8x de R$ 199,87 s/juros	
		"Samsung Smart Tv 55"" Neo Qled 8k 55qn700b 2022 Mini Led Pro..."	Cód. 1570765754		R$ 7.208,90cada		tv	8x de R$ 901,11 s/juros	
		"Tv Led 24"" Hq 2 Hdmi 2 Usb 60hz E Conversor Digital Externo"	Cód. 1570815177		R$ 709,00cada		tv	7x de R$ 101,29 s/juros	
OFERTA	-49%	Smart Tv 43” Philco 4k Ptv43g7er2cpbl Led Roku Tv Quad Core B...	Cód. 1571503800		R$ 2.999,90 cada	R$ 1.529,90cada	tv	8x de R$ 191,24 s/juros	
OFERTA	-24%	Tv 24” Philco Led Ptv24n91dfrh Hd Receptor Digital Bivolt	Cód. 1571571765		R$ 999,90 cada	R$ 759,90cada	tv	7x de R$ 108,56 s/juros	
OFERTA	-10%	Tv Philips 32 Polegadas 32phg6918 Smart Andr 3 Hdmi 2 Usb Wif...	Cód. 1571560954		R$ 1.354,90 cada	R$ 1.219,41cada	tv	R$ 1.354,90 em até 8x de R$ 169,36 s/juros	à vista no pix
		"Smart Tv Led 24"" Hd Hq Hqstv24np Netflix Youtube Hdmi Usb Wi-..."	Cód. 1570267263		R$ 1.029,90cada		tv	8x de R$ 128,74 s/juros	
OFERTA	-43%	"Samsung Smart Gaming Tv 65"" Neo Qled 4k 65qn90b 2022 Mini Le..."	Cód. 1570015727		R$ 15.609,00 cada	R$ 8.819,90cada	tv	8x de R$ 1.102,49 s/juros	
OFERTA	-35%	"Smart Tv Samsung 85"" Crystal Uhd 4k 85cu8000 2023 Painel Dyna..."	Cód. 1571333653		R$ 15.999,00 cada	R$ 10.366,68cada	tv	8x de R$ 1.295,83 s/juros	
OFERTA	-10%	Smart Tv 58” Philco 4k Ptv58g70r2csgbl Roku Tv Led Dolby Audi...	Cód. 1571199451		R$ 3.298,00 cada	R$ 2.968,20cada	tv	R$ 3.298,00 em até 8x de R$ 412,25 s/juros	à vista no pix
		Smart Tv 75 4k Lg Nanocell Thinq Ai Alexa Google Assistente 7...	Cód. 1571511319		R$ 6.999,00cada		tv	8x de R$ 874,87 s/juros	
OFERTA	-43%	Smart Tv Oled 4k Uhd 65 Polegadas Samsung 4 Hdmi 2 Usb 144hz	Cód. 1571483065		R$ 20.967,18 cada	R$ 11.797,69cada	tv	8x de R$ 1.474,71 s/juros	
OFERTA	-26%	"Smart Tv Led 50"" Ultra Hd 4k Tcl Roku 50rp630 Comando De Voz"	Cód. 1571598073		R$ 2.849,00 cada	R$ 2.099,00cada	tv	8x de R$ 262,37 s/juros	
		Smart Tv Qled 55 4k Toshiba 55m550l Vidaa 3 Hdmi 2 Usb Wi-fi	Cód. 1570939718		R$ 2.945,26cada		tv	8x de R$ 368,16 s/juros	
		"Smart Tv Lg 55"" 4k Quantum Dot Nanocell Com Inteligência Arti..."	Cód. 1571377262		R$ 4.736,90cada		tv	8x de R$ 592,11 s/juros	
		"Smart Tv Lg 86"" 4k Nanocell Com Inteligência Artificial Ai Th..."	Cód. 1570765749		R$ 9.755,70cada		tv	8x de R$ 1.219,46 s/juros	
		Smart Tv Toshiba 65 Polegadas 4k 65c350l	Cód. 1570903611		R$ 4.099,00cada		tv	8x de R$ 512,37 s/juros	
OFERTA	-25%	"Smart Tv Lg 4k Nanocell 55"" Polegadas 55nano77sra Bluetooth,"	Cód. 1571511320		R$ 4.525,60 cada	R$ 3.380,80cada	tv	8x de R$ 422,60 s/juros	
OFERTA	-10%	Smart Tv 40” Philco Led Ptv40g7er2cpblf Roku Tv Dolby Audio B...	Cód. 1571389671		R$ 1.608,00 cada	R$ 1.447,20cada	tv	R$ 1.608,00 em até 8x de R$ 201,00 s/juros	à vista no pix
OFERTA	-13%	"Samsung Smart Tv 85"" Qled 4k Q70c 2023 Modo Game Som Em Mov..."	Cód. 1571385058		R$ 15.999,00 cada	R$ 13.779,89cada	tv	8x de R$ 1.722,49 s/juros	
OFERTA	-13%	"Smart Tv Tcl 55"" 4k Uhd Hdr Google Assistant Borda Fina 55p63..."	Cód. 1571503871		R$ 2.899,00 cada	R$ 2.499,00cada	tv	8x de R$ 312,37 s/juros	
OFERTA	-58%	Smart Tv Philco Led 50 Polegadas 4k Uhd 2 Usb 4 Hdmi Wi Fi	Cód. 1566982230		R$ 4.999,90 cada	R$ 2.099,90cada	tv	8x de R$ 262,49 s/juros	
		"Tv Lg 32"" Led Hd Smart Pro 32lq621cbsb.awz"	Cód. 1570589972		R$ 1.499,00cada		tv	8x de R$ 187,37 s/juros	
OFERTA	-16%	Smart Tv 43 Pol Android D-led 2 Hdmi 2 Usb Wi-fi Aiwa	Cód. 1571176426		R$ 2.158,80 cada	R$ 1.798,80cada	tv	8x de R$ 224,85 s/juros	
OFERTA	-7%	Smart Tv 55” Philco Ptv55g7eagcpbl 4k Led Dolby Audio Bivolt	Cód. 1571567707		R$ 2.700,90 cada	R$ 2.499,90cada	tv	8x de R$ 312,49 s/juros	
		"Tv Lg 50"" Led 4k Uhd Smart Pro 50uq801c0sb.bwz"	Cód. 1570692512		R$ 2.999,00cada		tv	8x de R$ 374,87 s/juros	
OFERTA	-25%	"Smart Tv Android Led 40"" Full Hd Tcl 40s5400a Google Assistan..."	Cód. 1571540591		R$ 2.139,00 cada	R$ 1.599,00cada	tv	8x de R$ 199,87 s/juros	
OFERTA	-43%	"Samsung Smart Gaming Tv 65"" Neo Qled 4k 65qn90b 2022 Mini Le..."	Cód. 1570015727		R$ 15.609,00 cada	R$ 8.819,90cada	tv	8x de R$ 1.102,49 s/juros	
OFERTA	-49%	Smart Tv 43” Philco 4k Ptv43g7er2cpbl Led Roku Tv Quad Core B...	Cód. 1571503800		R$ 2.999,90 cada	R$ 1.529,90cada	tv	8x de R$ 191,24 s/juros	
OFERTA	-35%	"Smart Tv Samsung 85"" Crystal Uhd 4k 85cu8000 2023 Painel Dyna..."	Cód. 1571333653		R$ 15.999,00 cada	R$ 10.366,68cada	tv	8x de R$ 1.295,83 s/juros	
		"Samsung Smart Tv 55"" Neo Qled 8k 55qn700b 2022 Mini Led Pro..."	Cód. 1570765754		R$ 7.208,90cada		tv	8x de R$ 901,11 s/juros	
		"Smart Tv Lg 55"" 4k Quantum Dot Nanocell Com Inteligência Arti..."	Cód. 1571377262		R$ 4.736,90cada		tv	8x de R$ 592,11 s/juros	
		"Smart Tv Lg 86"" 4k Nanocell Com Inteligência Artificial Ai Th..."	Cód. 1570765749		R$ 9.755,70cada		tv	8x de R$ 1.219,46 s/juros	
		Smart Tv Toshiba 65 Polegadas 4k 65c350l	Cód. 1570903611		R$ 4.099,00cada		tv	8x de R$ 512,37 s/juros	
OFERTA	-10%	Smart Tv 58” Philco 4k Ptv58g70r2csgbl Roku Tv Led Dolby Audi...	Cód. 1571199451		R$ 3.298,00 cada	R$ 2.968,20cada	tv	R$ 3.298,00 em até 8x de R$ 412,25 s/juros	à vista no pix
		Smart Tv Qled 55 4k Toshiba 55m550l Vidaa 3 Hdmi 2 Usb Wi-fi	Cód. 1570939718		R$ 2.945,26cada		tv	8x de R$ 368,16 s/juros	
OFERTA	-43%	Smart Tv Oled 4k Uhd 65 Polegadas Samsung 4 Hdmi 2 Usb 144hz	Cód. 1571483065		R$ 20.967,18 cada	R$ 11.797,69cada	tv	8x de R$ 1.474,71 s/juros	
		Smart Tv 75 4k Lg Nanocell Thinq Ai Alexa Google Assistente 7...	Cód. 1571511319		R$ 6.999,00cada		tv	8x de R$ 874,87 s/juros	
		"Tv Led 24"" Hq 2 Hdmi 2 Usb 60hz E Conversor Digital Externo"	Cód. 1570815177		R$ 709,00cada		tv	7x de R$ 101,29 s/juros	
OFERTA	-26%	"Smart Tv Led 50"" Ultra Hd 4k Tcl Roku 50rp630 Comando De Voz"	Cód. 1571598073		R$ 2.849,00 cada	R$ 2.099,00cada	tv	8x de R$ 262,37 s/juros	
OFERTA	-24%	Tv 24” Philco Led Ptv24n91dfrh Hd Receptor Digital Bivolt	Cód. 1571571765		R$ 999,90 cada	R$ 759,90cada	tv	7x de R$ 108,56 s/juros	
OFERTA	-25%	"Smart Tv Lg 4k Nanocell 55"" Polegadas 55nano77sra Bluetooth,"	Cód. 1571511320		R$ 4.525,60 cada	R$ 3.380,80cada	tv	8x de R$ 422,60 s/juros	
OFERTA	-17%	Smart Tv 32” Philco Led Ptv32g23agssblh Android Tv Bivolt	Cód. 1571598069		R$ 1.399,90 cada	R$ 1.159,90cada	tv	8x de R$ 144,99 s/juros	
OFERTA	-10%	Tv Philips 32 Polegadas 32phg6918 Smart Andr 3 Hdmi 2 Usb Wif...	Cód. 1571560954		R$ 1.354,90 cada	R$ 1.219,41cada	tv	R$ 1.354,90 em até 8x de R$ 169,36 s/juros	à vista no pix
OFERTA	-36%	Smart Tv 58” Philco 4k Ptv58g10ag11sk Android Tv Hdr Bivolt	Cód. 1570679924		R$ 3.999,90 cada	R$ 2.559,90cada	tv	8x de R$ 319,99 s/juros	
		Smart Tv 86 4k Lg Uhd Thinq Ai Alexa Google Assistente 86ur87...	Cód. 1571492416		R$ 8.755,00cada		tv	8x de R$ 1.094,37 s/juros	
		"Samsung Smart Tv 32"" Qled The Frame 2023 Ls03c Tela Matte D..."	Cód. 1571440093		R$ 3.429,00cada		tv	8x de R$ 428,62 s/juros	
		Smart Tv 65 Philips 4k 65pug7408 Google Tv Bluetooth	Cód. 1571567803		R$ 3.999,89cada		tv	8x de R$ 499,99 s/juros	
		"Smart Tv Led 55"" Philips 5pug7408/78 4k Uhd Com Wi-fi, Com 2"	Cód. 1571615140		R$ 2.599,00cada		tv	8x de R$ 324,87 s/juros	
		"Samsung Smart Tv 85"" Crystal Uhd 4k 85bu8000 2022 Painel Dyn..."	Cód. 1569938127		R$ 9.699,00cada		tv	8x de R$ 1.212,37 s/juros	
		Tv Philips 65 Smart 4k Mini Led Ambilight Android 65pml9507/...	Cód. 1571099229		R$ 8.599,00cada		tv	8x de R$ 1.074,87 s/juros	
		Smart Tv Dled 50 4k Multi 3 Hdmi 2 Usb Wi-fi - Tl032m	Cód. 1571389672		R$ 2.399,00cada		tv	8x de R$ 299,87 s/juros	
OFERTA	-35%	"Samsung Smart Tv 55"" Qled The Frame 2022 55ls03b Tela Matte"	Cód. 1569938131		R$ 6.799,00 cada	R$ 4.399,00cada	tv	8x de R$ 549,87 s/juros	
OFERTA	-23%	Smart Tv Samsung Crystal Uhd 4k 50cu8000 2023 Design Airslim	Cód. 1571336244		R$ 3.359,00 cada	R$ 2.586,29cada	tv	8x de R$ 323,29 s/juros	
OFERTA	-8%	"Smart Tv Qled 75"" Google Tv Uhd 4k Tcl C835 Comando De Voz Hd..."	Cód. 1570851235		R$ 8.999,00 cada	R$ 8.279,08cada	tv	R$ 8.999,00 em até 8x de R$ 1.124,87 s/juros	à vista no pix
OFERTA	-11%	"Samsung Smart Tv 65"" Qled 4k Q70c 2023 Modo Game Som Em Mov..."	Cód. 1571385057		R$ 6.199,00 cada	R$ 5.511,89cada	tv	8x de R$ 688,99 s/juros	
OFERTA	-19%	"Smart Tv Aiwa 32"" Android, Hd, Comando De Voz, Dolby Áudio, H..."	Cód. 1571099297		R$ 1.551,19 cada	R$ 1.248,79cada	tv	8x de R$ 156,10 s/juros	
OFERTA	-7%	Smart Tv 32” Philco Led Ptv32g7er2cpblh Dolby Audio Bivolt	Cód. 1571503801		R$ 1.399,90 cada	R$ 1.299,90cada	tv	8x de R$ 162,49 s/juros	
OFERTA	-28%	"Smart Tv Led 50"" Ultra Hd 4k Lg 50ur871c0sa Thinq Ai 3 Hdmi 2..."	Cód. 1571492410		R$ 3.199,00 cada	R$ 2.299,00cada	tv	8x de R$ 287,37 s/juros	
		"Smart Tv Lg Lcd 75"" Uhd Thinq Ai Hdr Bluetooth Alexa Google A..."	Cód. 1571555923		R$ 5.417,80cada		tv	8x de R$ 677,22 s/juros	
OFERTA	-50%	Tv 24” Philco Led Ptv24n91dfbrh Hd Receptor Digital Bivolt	Cód. 1570667691		R$ 1.499,90 cada	R$ 739,90cada	tv	7x de R$ 105,70 s/juros	
OFERTA	-17%	"Smart Tv Samsung 55"" Crystal Uhd 4k 55cu8000 2023 Painel Dyna..."	Cód. 1571336243		R$ 3.669,00 cada	R$ 3.031,49cada	tv	8x de R$ 378,94 s/juros	
OFERTA	-8%	"Smart Tv Tcl 65"" 4k Uhd Hdr Dolby Vision Borda Fina 65p735 –"	Cód. 1570851240		R$ 3.399,00 cada	R$ 3.127,08cada	tv	R$ 3.399,00 em até 8x de R$ 424,87 s/juros	à vista no pix
OFERTA	-16%	Smart Tv 50” Philco 4k Ptv50g70r2csgbl Led Dolby Audio Bivolt	Cód. 1571158002		R$ 2.399,90 cada	R$ 1.999,90cada	tv	8x de R$ 249,99 s/juros	
OFERTA	-32%	Smart Tv 43” Philco Led Ptv43e10n5sf Dolby Audio Bivolt	Cód. 1567378873		R$ 3.999,90 cada	R$ 2.699,90cada	tv	8x de R$ 337,49 s/juros	
		"Smart Tv Samsung 75"" Uhd 4k 75cu7700 2023 Processador Crysta..."	Cód. 1571333658		R$ 7.479,90cada		tv	8x de R$ 934,99 s/juros	
OFERTA	-25%	Smart Tv Philips 50 Polegadas Ambilight Led Ultra Hd 4k 50pug...	Cód. 1571111355		R$ 3.704,90 cada	R$ 2.750,90cada	tv	8x de R$ 343,86 s/juros	
OFERTA	-9%	Smart Tv Qn75qn85cagxzd 4k 75 Polegadas Neo Qled 4 Hdmi 120hz...	Cód. 1571457358		R$ 15.780,72 cada	R$ 14.278,90cada	tv	8x de R$ 1.784,86 s/juros	
OFERTA	-24%	Smart Gaming Tv 50 Polegadas Neo Qled 4k Samsung - Qn50qn90ca...	Cód. 1571483064		R$ 5.999,00 cada	R$ 4.515,49cada	tv	8x de R$ 564,44 s/juros	
		"Smart Tv Samsung Qled 4k 65"" Com Wifi, Bluetooth, Controle Re..."	Cód. 1571311420		R$ 4.854,69cada		tv	8x de R$ 606,84 s/juros	
OFERTA	-26%	"Samsung Smart Tv Tizen Fhd T5300 2020 Hdr 43"""	Cód. 1567043702		R$ 2.599,00 cada	R$ 1.899,00cada	tv	8x de R$ 237,37 s/juros	
OFERTA	-37%	"Smart Tv Samsung 75"" Crystal Uhd 4k 75cu8000 2023 Painel Dy..."	Cód. 1571333651		R$ 8.999,00 cada	R$ 5.617,89cada	tv	8x de R$ 702,24 s/juros	
OFERTA	-29%	"Smart Tv Led 43"" Google Tv Ultra Hd 4k Tcl 43p635 Comando De"	Cód. 1570851242		R$ 2.498,00 cada	R$ 1.769,00cada	tv	8x de R$ 221,12 s/juros	
OFERTA	-24%	"Samsung Smart Tv 55"" Qled 4k Q70c 2023 Modo Game Som Em Mov..."	Cód. 1571385061		R$ 4.999,00 cada	R$ 3.752,29cada	tv	8x de R$ 469,04 s/juros	
		"Smart Tv Lg 32"" Fhd Com Inteligência Artificial 32lq620bpsb –..."	Cód. 1570476645		R$ 1.190,50cada		tv	8x de R$ 148,81 s/juros	
		Smart Tv 70 4k Lg Uhd Thinq Ai Alexa Google Assistente 70ur87...	Cód. 1571598076		R$ 4.633,90cada		tv	8x de R$ 579,24 s/juros	
OFERTA	-20%	"Smart Tv Semp 50"" 4k Uhd Hdr Roku Wifi Dual Band Rk8600 – Biv..."	Cód. 1571045103		R$ 2.699,00 cada	R$ 2.149,00cada	tv	8x de R$ 268,62 s/juros	
OFERTA	-33%	"Samsung Smart Tv 50"" Qled The Frame 2022 50ls03b Tela Matte"	Cód. 1569938133		R$ 5.999,00 cada	R$ 3.999,00cada	tv	8x de R$ 499,87 s/juros	
OFERTA	-25%	"Samsung Smart TV 55"" QLED 4K The Serif 2022 55LS01B Branca, T..."	Cód. 1570803065		R$ 7.999,00 cada	R$ 5.999,00cada	tv	8x de R$ 749,87 s/juros	
		Smart Tv 43” Philco Ptv43g7er2cpblf Led Dolby Audio Bivolt	Cód. 1571503799		R$ 1.699,90cada		tv	8x de R$ 212,49 s/juros	
		Samsung Smart Tv Qled 4k Q60c 2023 Modo Game Tela Sem Limit...	Cód. 1571311421		R$ 3.307,90cada		tv	8x de R$ 413,49 s/juros	
OFERTA	-22%	Smart Tv 65 4k Lg Nanocell Thinq Ai, Alexa, Google Assistente...	Cód. 1571511318		R$ 6.348,00 cada	R$ 4.890,00cada	tv	8x de R$ 611,25 s/juros	
OFERTA	-8%	"Smart Tv 50"" Philco 4k Ptv50m8gagcmbl Android Tv Led Bivolt"	Cód. 1571567709		R$ 2.489,90 cada	R$ 2.289,90cada	tv	8x de R$ 286,24 s/juros	
		"Smart Tv Led Hq Hd 32"" Hqstv32np - Bivolt"	Cód. 1568255406		R$ 929,00cada		tv	8x de R$ 116,12 s/juros	
